Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,CAS (knots),Corrected TAS (knots),Max CHT,Engine Run,Flight ID
3.06,1,8,2026-09-12 20:42:48,40.57631,-122.40666,740.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.4,160.4,0.0,837.0,0.0,-0.02,1.0,0.0,-39.0,33,0.0,29.88,3122.0,0.0,0.0,334,0.0,128.0,-1000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.996,0.0,0.0,0.654,0.78,0.0,44.5,0.0,0.0,0.0,,0.0,91.4,0.0,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,112.1,0.0,90.5,-0.9000000000000057,20.69999999999999,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
4.06,1,8,2026-09-12 20:42:49,40.57634,-122.40674,741.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.4,160.3,0.0,837.0,-0.0,-0.02,1.0,99.0,-6.0,33,0.0,29.88,3120.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.996,0.0,0.0,0.654,0.78,0.0,44.4,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.91999999999999,0.0,90.5,-0.9000000000000057,20.519999999999982,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
5.06,1,8,2026-09-12 20:42:50,40.57634,-122.40674,742.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.3,160.3,0.0,837.0,0.0,-0.02,1.0,99.0,-32.0,33,0.0,29.88,3120.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.998,0.0,0.0,0.654,0.78,0.0,44.3,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.74,0.0,90.5,-0.9000000000000057,20.33999999999999,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
6.06,1,8,2026-09-12 20:42:51,40.57634,-122.40674,742.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.3,160.3,0.0,836.0,-0.0,-0.02,1.0,99.0,-34.0,33,0.0,29.88,3120.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.996,0.0,0.0,0.654,0.78,0.0,44.3,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.74,0.0,90.5,-0.9000000000000057,20.33999999999999,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
7.06,1,8,2026-09-12 20:42:52,40.57634,-122.40674,743.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.4,160.3,0.0,833.0,-0.0,-0.03,1.0,99.0,-98.0,33,0.0,29.88,3119.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.998,0.0,0.0,0.654,0.78,0.0,44.3,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.74,0.0,90.5,-0.9000000000000057,20.33999999999999,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
8.06,1,8,2026-09-12 20:42:53,40.57634,-122.40673,743.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.3,160.3,0.0,833.0,-0.0,-0.03,1.0,99.0,-52.0,33,0.0,29.88,3119.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-39.0,254.1,0.0,0.0,1.0,4.998,0.0,0.0,0.654,0.78,0.0,44.2,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.56,0.0,90.5,-0.9000000000000057,20.159999999999997,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
9.06,1,8,2026-09-12 20:42:54,40.57634,-122.40673,743.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.4,160.3,0.0,833.0,-0.0,-0.03,1.0,99.0,-57.0,33,0.0,29.88,3119.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.6,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,34.0,0.0,0.0,-39.0,254.1,0.0,0.0,1.0,4.996,0.0,0.0,0.654,0.78,0.0,44.2,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,93.2,0.0,0.0,111.56,0.0,90.5,-0.9000000000000057,20.159999999999997,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
10.06,1,8,2026-09-12 20:42:55,40.57634,-122.40673,743.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.4,160.3,0.0,831.0,0.0,-0.02,1.0,99.0,-71.0,33,0.0,29.88,3115.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.5,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.998,0.0,0.0,0.654,0.78,0.0,44.2,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.56,0.0,90.5,-0.9000000000000057,20.159999999999997,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
11.06,1,8,2026-09-12 20:42:56,40.57634,-122.40673,743.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.3,160.3,0.0,830.0,-0.0,-0.02,1.0,99.0,-56.0,33,0.0,29.88,3115.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.5,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.996,0.0,0.0,0.654,0.78,0.0,44.1,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.38000000000001,0.0,90.5,-0.9000000000000057,19.980000000000004,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
12.06,1,8,2026-09-12 20:42:57,40.57634,-122.40673,743.0,0.0,64.2,-13.4,0.0,,0.0,0.0,0.0,10.0,-1.4,160.3,0.0,830.0,-0.0,-0.03,1.0,99.0,-48.0,33,0.0,29.88,3115.0,0.0,0.0,334,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,-0.5,43.0,37.5,0.0,0.0,0.0,0.0,32.0,32.0,34.0,35.0,31.0,32.0,33.0,33.0,0.0,0.0,-40.0,254.1,0.0,0.0,1.0,4.998,0.0,0.0,0.654,0.78,0.0,44.1,0.0,0.0,0.0,,0.0,91.4,111.2,0.0,0.0,0.0,0.0,89.6,89.6,93.2,95.0,87.8,89.6,91.4,91.4,0.0,0.0,111.38000000000001,0.0,90.5,-0.9000000000000057,19.980000000000004,0.0,0.0,0.0,0.48,0.5,401.0,True,2026-09-12 13:42:48-07:00
