Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,RPM,Flight ID
7.06,0.0,0.0,2026-04-14 00:49:08,37.05893,-120.86827,,0.1,169.1,-17.0,,,,,00:49:08,10.7,-0.7,10.0,0.0,20.0,0.1,-0.01,1.0,99.0,-31.0,24.0,0.0,30.08,1054.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,91.0,118.0,96.0,116.0,87.0,,,7.0,254.5,,2.8,4.0,4.998,,,0.653,0.869,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
8.06,1.0,6.0,2026-04-14 00:49:09,37.05902,-120.86833,123.0,0.0,169.1,-12.5,,,,,00:49:08,10.7,-0.7,10.0,0.0,20.0,0.1,-0.01,1.0,99.0,-24.0,24.0,0.0,30.08,1054.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,118.0,97.0,116.0,87.0,,,7.0,254.5,,2.8,4.0,4.998,,,0.653,0.869,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
9.06,1.0,7.0,2026-04-14 00:49:10,37.059,-120.86833,109.0,0.0,169.1,-12.5,,,,,00:49:09,10.7,-0.7,9.9,0.0,19.0,0.1,-0.01,1.0,99.0,-37.0,24.0,0.0,30.08,1054.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,118.0,97.0,116.0,87.0,,,7.0,254.5,,2.8,4.0,4.998,,,0.653,0.87,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
10.06,1.0,7.0,2026-04-14 00:49:11,37.059,-120.86832,107.0,0.0,169.1,-12.5,,,,,00:49:10,10.7,-0.8,9.9,0.0,19.0,0.1,-0.01,1.0,99.0,-12.0,24.0,0.0,30.08,1061.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,118.0,97.0,116.0,87.0,,,7.0,254.5,,2.8,4.0,4.998,,,0.653,0.872,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
11.06,1.0,7.0,2026-04-14 00:49:12,37.059,-120.86832,106.0,0.0,169.1,-12.5,,,,,00:49:11,10.7,-0.8,10.0,0.0,18.0,0.2,-0.01,1.0,99.0,-37.0,24.0,0.0,30.08,1061.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.872,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
12.06,1.0,7.0,2026-04-14 00:49:13,37.059,-120.86832,105.0,0.0,169.1,-12.5,,,,,00:49:12,10.7,-0.7,10.0,0.0,17.0,0.1,-0.01,1.0,99.0,-16.0,24.0,0.0,30.08,1061.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.873,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
13.06,1.0,7.0,2026-04-14 00:49:14,37.059,-120.86832,105.0,0.0,169.1,-12.5,,,,,00:49:13,10.6,-0.8,10.0,0.0,17.0,0.1,-0.01,1.0,99.0,-22.0,24.0,0.0,30.08,1059.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.874,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
14.06,1.0,7.0,2026-04-14 00:49:15,37.059,-120.86832,105.0,0.0,169.1,-12.5,,,,,00:49:14,10.7,-0.7,10.1,0.0,17.0,0.2,-0.01,1.0,99.0,-15.0,24.0,0.0,30.08,1059.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.874,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
15.06,1.0,7.0,2026-04-14 00:49:16,37.059,-120.86832,104.0,0.0,169.1,-12.5,,,,,00:49:15,10.7,-0.7,10.1,0.0,16.0,0.2,-0.01,1.0,99.0,-52.0,24.0,0.0,30.08,1059.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.874,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
16.06,1.0,7.0,2026-04-14 00:49:17,37.059,-120.86832,104.0,0.0,169.1,-12.5,,,,,00:49:16,10.7,-0.7,10.1,0.0,14.0,0.1,-0.01,1.0,99.0,-80.0,24.0,0.0,30.08,1057.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.876,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
17.06,1.0,8.0,2026-04-14 00:49:18,37.05896,-120.86835,123.0,0.0,169.1,-12.5,,,,,00:49:17,10.7,-0.7,10.1,0.0,11.0,0.1,-0.01,1.0,99.0,-117.0,24.0,0.0,30.08,1057.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,118.0,93.0,120.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.878,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
18.06,1.0,8.0,2026-04-14 00:49:19,37.05898,-120.86833,113.0,0.0,169.1,-12.5,,,,,00:49:18,10.7,-0.7,10.1,0.0,10.0,0.1,-0.01,1.0,99.0,-83.0,24.0,0.0,30.08,1057.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,119.0,92.0,117.0,97.0,116.0,87.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.879,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
19.06,1.0,8.0,2026-04-14 00:49:20,37.05898,-120.86833,113.0,0.1,169.1,-12.5,,,,,00:49:19,10.7,-0.7,10.1,0.0,8.0,0.1,-0.01,1.0,99.0,-105.0,24.0,0.0,30.08,1059.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,120.0,92.0,117.0,97.0,116.0,88.0,,,7.0,254.4,,2.8,4.0,4.998,,,0.653,0.883,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
20.06,1.0,8.0,2026-04-14 00:49:21,37.05898,-120.86833,114.0,0.0,169.1,-12.5,,,,,00:49:20,10.7,-0.7,10.0,0.0,5.0,0.1,-0.01,1.0,99.0,-138.0,24.0,0.0,30.08,1059.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,119.0,92.0,117.0,97.0,116.0,88.0,,,6.0,254.4,,2.8,4.0,4.998,,,0.653,0.886,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
21.06,1.0,8.0,2026-04-14 00:49:22,37.05898,-120.86833,114.0,0.0,169.1,-12.5,,,,,00:49:21,10.7,-0.7,10.0,0.0,2.0,0.1,-0.01,1.0,99.0,-139.0,24.0,0.0,30.08,1059.0,,,82.0,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,78.0,0.0,0.0,30.3,0.0,,0.0,2.8,,,13.0,0.0,0.0,-0.0,10.4,8.4,,,,,117.0,93.0,120.0,92.0,117.0,97.0,116.0,88.0,,,6.0,254.4,,2.8,4.0,4.998,,,0.653,0.887,+0.0,77.8,,,,,,0.0,2026-04-13 17:49:08-07:00
