Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,CAS (knots),Corrected TAS (knots),Max CHT,Engine Run,Flight ID
0.06,1,10,2026-09-24 01:09:20,37.08159,-121.59959,283.0,0.0,51.9,-12.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,128.0,-1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,44.7,39.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-86.0,-86.0,0.0,0.0,0.0,0.48,0.49,377.6,True,2026-09-23 18:09:20-07:00
1.06,1,10,2026-09-24 01:09:21,37.08159,-121.59959,281.0,0.0,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,31.1,0.0,376.0,0.0,-0.02,1.0,0.0,-48.0,30.0,0.0,30.04,2295.0,0.0,0.0,150.0,0.0,128.0,-1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.63,0.0,70.6,0.0,0.0,0.0,,0.0,86.0,0.0,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,159.07999999999998,0.0,83.75,-2.25,73.07999999999998,0.0,0.0,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
2.06,1,10,2026-09-24 01:09:22,37.0816,-121.59959,279.0,0.1,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,31.0,0.0,376.0,-0.0,-0.02,1.0,0.0,-23.0,30.0,0.0,30.04,2295.0,0.0,0.0,150.0,0.0,128.0,-1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.571,0.0,116.3,0.0,0.0,0.0,,0.0,86.0,0.0,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,241.34,0.0,83.75,-2.25,155.34,0.0,0.08433333333333333,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
3.06,1,10,2026-09-24 01:09:23,37.0816,-121.59959,277.0,0.1,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,31.0,0.0,376.0,-0.0,-0.01,1.0,0.0,-12.0,30.0,0.0,30.04,2295.0,0.0,0.0,150.0,0.0,128.0,-1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.599,0.0,116.3,0.0,0.0,0.0,,0.0,86.0,0.0,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,241.34,0.0,83.75,-2.25,155.34,0.0,0.253,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
4.06,1,10,2026-09-24 01:09:24,37.0816,-121.59959,276.0,0.0,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,31.0,0.0,376.0,-0.0,-0.02,1.0,99.0,2.0,30.0,0.0,30.04,2294.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,29.9,0.0,0.0,0.0,0.6,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.664,0.0,27.8,0.0,0.0,0.0,,0.0,86.0,82.4,0.0,0.0,0.0,0.0,84.2,84.2,84.2,84.2,84.2,84.2,84.2,84.2,0.0,0.0,82.04,0.0,84.2,-1.7999999999999972,-3.9599999999999937,0.0,0.33733333333333326,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
5.06,1,10,2026-09-24 01:09:25,37.0816,-121.59959,275.0,0.0,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,31.0,0.0,376.0,0.0,-0.01,1.0,99.0,28.0,30.0,0.0,30.04,2294.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,29.9,0.0,0.0,0.0,0.6,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.658,0.0,27.8,0.0,0.0,0.0,,0.0,86.0,82.4,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,82.04,0.0,83.75,-2.25,-3.9599999999999937,0.0,0.33733333333333326,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
6.06,1,10,2026-09-24 01:09:26,37.0816,-121.59959,275.0,0.1,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,30.9,0.0,376.0,-0.0,-0.01,1.0,99.0,40.0,30.0,0.0,30.04,2294.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,29.9,0.0,0.0,0.0,0.6,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.659,0.0,27.8,0.0,0.0,0.0,,0.0,86.0,82.4,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,82.04,0.0,83.75,-2.25,-3.9599999999999937,0.0,0.4216666666666666,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
7.06,1,10,2026-09-24 01:09:27,37.0816,-121.59959,275.0,0.0,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,30.9,0.0,376.0,-0.0,-0.01,1.0,99.0,20.0,30.0,0.0,30.04,2294.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,29.9,0.0,0.0,0.0,0.6,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.003,1.641,0.0,27.8,0.0,0.0,0.0,,0.0,86.0,82.4,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,82.04,0.0,83.75,-2.25,-3.9599999999999937,0.0,0.5059999999999999,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
8.06,1,10,2026-09-24 01:09:28,37.0816,-121.59959,276.0,0.0,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,30.8,0.0,376.0,-0.0,-0.02,1.0,99.0,21.0,30.0,0.0,30.04,2295.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,29.9,0.0,0.0,0.0,0.6,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.003,1.617,0.0,27.8,0.0,0.0,0.0,,0.0,86.0,82.4,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,82.04,0.0,83.75,-2.25,-3.9599999999999937,0.0,0.5059999999999999,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
9.06,1,10,2026-09-24 01:09:29,37.0816,-121.59959,277.0,0.0,51.9,-12.6,0.0,,0.0,0.0,0.0,10.6,-0.9,30.8,0.0,376.0,0.0,-0.02,1.0,99.0,36.0,30.0,0.0,30.04,2295.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,29.9,0.0,0.0,0.0,0.6,0.0,0.0,11.1,0.0,0.0,0.2,44.7,39.2,0.0,0.0,0.0,0.0,29.0,29.0,28.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,-13.0,254.3,0.0,0.6,5.0,4.998,0.0,0.0,2.004,1.614,0.0,27.8,0.0,0.0,0.0,,0.0,86.0,82.4,0.0,0.0,0.0,0.0,84.2,84.2,82.4,84.2,84.2,84.2,84.2,84.2,0.0,0.0,82.04,0.0,83.75,-2.25,-3.9599999999999937,0.0,0.5059999999999999,0.0,0.48,0.5,377.6,True,2026-09-23 18:09:20-07:00
