Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Total Fuel Flow (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),CO PPM PRESSURE (PSI),GP Input 3,FUEL PRESSURE (PSI),AILERN POSITION (%),CANOPY CONTACT (V),GP Input 7,GP Input 8,LEFT LEVEL (Sensor V),RIGHT LEVEL (Sensor V),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,Unnamed: 103,OAT (deg F),Oil Temp (deg F),Thermocouple 1 (deg F),Thermocouple 2 (deg F),Thermocouple 3 (deg F),Thermocouple 4 (deg F),CHT 4 (deg F),EGT 4 (deg F),CHT 3 (deg F),EGT 3 (deg F),CHT 2 (deg F),EGT 2 (deg F),CHT 1 (deg F),EGT 1 (deg F),Thermocouple 13 (deg F),Thermocouple 14 (deg F),OIL TEMPERATURE (deg F),RPM,AVG_CHT,CHT_Delta_T,OIL_Delta_T,Fuel Flow Integral,Distance Traveled,MPG,Max CHT,Engine Run,Flight ID,CAS (knots),Corrected TAS (knots)
17.06,1,9,2026-06-19 15:22:18,37.08155,-121.59958,331.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.5,0.0,216.0,0.2,-0.02,1.0,99.0,-16.0,19.0,0.0,29.9,726.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-39.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.865,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
18.06,1,9,2026-06-19 15:22:19,37.08155,-121.59958,332.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.5,0.0,216.0,0.2,-0.02,1.0,99.0,-26.0,19.0,0.0,29.9,725.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-39.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.865,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
19.06,1,9,2026-06-19 15:22:20,37.08155,-121.59958,333.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.5,0.0,215.0,0.1,-0.02,1.0,99.0,-12.0,19.0,0.0,29.9,724.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-39.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.865,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
20.06,1,9,2026-06-19 15:22:21,37.08155,-121.59958,333.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.5,0.0,214.0,0.1,-0.02,1.0,99.0,-17.0,19.0,0.0,29.9,723.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-39.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.865,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
21.06,1,9,2026-06-19 15:22:22,37.08155,-121.59959,334.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.4,0.0,214.0,0.1,-0.03,1.0,99.0,-15.0,19.0,0.0,29.9,723.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-39.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.865,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
22.06,1,9,2026-06-19 15:22:23,37.08155,-121.59959,334.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.5,0.0,214.0,0.2,-0.03,1.0,99.0,-43.0,19.0,0.0,29.9,723.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-38.0,254.5,0.0,0.0,1.0,4.998,0.0,0.0,1.093,0.865,0.0,18.4,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.12,0.0,66.2,0.0,-1.0799999999999983,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
23.06,1,9,2026-06-19 15:22:24,37.08155,-121.59959,335.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.4,20.5,0.0,213.0,0.2,-0.03,1.0,99.0,-32.0,19.0,0.0,29.9,722.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-38.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.863,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
24.06,1,9,2026-06-19 15:22:25,37.08155,-121.59959,335.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.4,20.6,0.0,213.0,0.2,-0.02,1.0,99.0,-12.0,19.0,0.0,29.9,722.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-38.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.862,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
25.06,1,9,2026-06-19 15:22:26,37.08155,-121.59959,335.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.6,0.0,212.0,0.2,-0.03,1.0,99.0,-45.0,19.0,0.0,29.9,722.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-37.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.862,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
26.06,1,9,2026-06-19 15:22:27,37.08155,-121.59959,336.0,0.0,6.8,-12.6,0.0,,0.0,0.0,0.0,10.5,-1.5,20.5,0.0,211.0,0.2,-0.03,1.0,99.0,-73.0,19.0,0.0,29.9,719.0,0.0,0.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,30.1,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,-0.7,23.8,20.3,0.0,0.0,0.0,0.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,-37.0,254.5,0.0,0.0,2.0,4.998,0.0,0.0,1.093,0.862,0.0,18.5,0.0,0.0,0.0,,0.0,66.2,64.4,32.0,32.0,32.0,32.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,32.0,32.0,65.3,0.0,66.2,0.0,-0.9000000000000057,0.0,0.0,0.0,411.8,True,2026-06-19 08:22:08-07:00,0.48,0.49
